sep=;
RegNumber;Comp;Pos;Lap;LapTime;RaceTime;LapStat;SessNumber;Driver
4;MKA GIRLS+1;5;317;31394;10278546;;8;Леонтьева Алина
1;MKA2;4;318;30812;10281751;;8;Брук Матвей
5;RAVE STORM;2;319;30990;10284121;;8;Бушуев Владислав
2;PATYSSON;3;319;31764;10292139;;8;Мальцева Маргарита
7;PHOENIX RT;6;317;31165;10298640;;8;Охрименко Павел
3;CEAT;7;317;31034;10300479;;8;Калимов Дмитрий
8;MKA;1;320;30713;10307050;;8;Обросов Игорь
6;CRAZYTRAIN;8;315;31094;10307892;;8;Титкова Мария
4;MKA GIRLS+1;5;318;31326;10309872;;8;Леонтьева Алина
1;MKA2;4;319;30730;10312481;;8;Брук Матвей
5;RAVE STORM;2;320;31031;10315152;;8;Бушуев Владислав
2;PATYSSON;3;320;31415;10323554;;8;Мальцева Маргарита
7;PHOENIX RT;6;318;31079;10329719;;8;Охрименко Павел
3;CEAT;7;318;30969;10331448;;8;Калимов Дмитрий
8;MKA;1;321;30664;10337714;;8;Обросов Игорь
6;CRAZYTRAIN;8;316;31818;10339710;;8;Титкова Мария
4;MKA GIRLS+1;5;319;31531;10341403;;8;Леонтьева Алина
1;MKA2;4;320;30819;10343300;;8;Брук Матвей
5;RAVE STORM;2;321;30975;10346127;;8;Бушуев Владислав
2;PATYSSON;3;321;31311;10354865;;8;Мальцева Маргарита
7;PHOENIX RT;6;319;31003;10360722;;8;Охрименко Павел
3;CEAT;7;319;30998;10362446;;8;Калимов Дмитрий
8;MKA;1;322;30635;10368349;;8;Обросов Игорь
6;CRAZYTRAIN;8;317;31178;10370888;;8;Титкова Мария
4;MKA GIRLS+1;5;320;31551;10372954;;8;Леонтьева Алина
1;MKA2;4;321;30841;10374141;;8;Брук Матвей
5;RAVE STORM;2;322;30907;10377034;;8;Бушуев Владислав
2;PATYSSON;3;322;31228;10386093;;8;Мальцева Маргарита
7;PHOENIX RT;6;320;31017;10391739;;8;Охрименко Павел
3;CEAT;7;320;30902;10393348;;8;Калимов Дмитрий
8;MKA;1;323;30623;10398972;;8;Обросов Игорь
6;CRAZYTRAIN;8;318;31582;10402470;;8;Титкова Мария
4;MKA GIRLS+1;5;321;31436;10404390;;8;Леонтьева Алина
1;MKA2;4;322;30762;10404903;;8;Брук Матвей
5;RAVE STORM;2;323;30857;10407891;;8;Бушуев Владислав
2;PATYSSON;3;323;31547;10417640;;8;Мальцева Маргарита
7;PHOENIX RT;6;321;30825;10422564;;8;Охрименко Павел
3;CEAT;7;321;31145;10424493;;8;Калимов Дмитрий
8;MKA;1;324;30544;10429516;;8;Обросов Игорь
6;CRAZYTRAIN;8;319;31419;10433889;;8;Титкова Мария
1;MKA2;4;323;30694;10435597;;8;Брук Матвей
4;MKA GIRLS+1;5;322;32277;10436667;LongLight;8;Леонтьева Алина
5;RAVE STORM;2;324;30926;10438817;;8;Бушуев Владислав
2;PATYSSON;3;324;31339;10448979;;8;Мальцева Маргарита
7;PHOENIX RT;6;322;31038;10453602;;8;Охрименко Павел
3;CEAT;7;322;31196;10455689;;8;Калимов Дмитрий
8;MKA;1;325;30703;10460219;;8;Обросов Игорь
6;CRAZYTRAIN;8;320;31277;10465166;;8;Титкова Мария
1;MKA2;4;324;30676;10466273;;8;Брук Матвей
4;MKA GIRLS+1;5;323;31346;10468013;;8;Леонтьева Алина
5;RAVE STORM;2;325;30869;10469686;;8;Бушуев Владислав
2;PATYSSON;3;325;31248;10480227;;8;Мальцева Маргарита
7;PHOENIX RT;6;323;31252;10484854;;8;Охрименко Павел
3;CEAT;7;323;31102;10486791;;8;Калимов Дмитрий
8;MKA;1;326;30643;10490862;;8;Обросов Игорь
1;MKA2;4;325;30757;10497030;;8;Брук Матвей
6;CRAZYTRAIN;8;321;32553;10497719;LongLight;8;Титкова Мария
4;MKA GIRLS+1;5;324;31410;10499423;;8;Леонтьева Алина
5;RAVE STORM;2;326;31053;10500739;;8;Бушуев Владислав
2;PATYSSON;3;326;31278;10511505;;8;Мальцева Маргарита
7;PHOENIX RT;6;324;31052;10515906;;8;Охрименко Павел
3;CEAT;7;324;31043;10517834;;8;Калимов Дмитрий
8;MKA;1;327;30649;10521511;;8;Обросов Игорь
1;MKA2;4;326;30770;10527800;;8;Брук Матвей
6;CRAZYTRAIN;8;322;31429;10529148;;8;Титкова Мария
4;MKA GIRLS+1;5;325;31291;10530714;;8;Леонтьева Алина
5;RAVE STORM;2;327;30944;10531683;;8;Бушуев Владислав
2;PATYSSON;3;327;31356;10542861;;8;Мальцева Маргарита
7;PHOENIX RT;6;325;31151;10547057;;8;Охрименко Павел
3;CEAT;7;325;31020;10548854;;8;Калимов Дмитрий
8;MKA;1;328;30559;10552070;;8;Обросов Игорь
1;MKA2;4;327;30686;10558486;;8;Брук Матвей
6;CRAZYTRAIN;8;323;31234;10560382;;8;Титкова Мария
4;MKA GIRLS+1;5;326;31417;10562131;;8;Леонтьева Алина
5;RAVE STORM;2;328;30918;10562601;;8;Бушуев Владислав
2;PATYSSON;3;328;31153;10574014;;8;Мальцева Маргарита
7;PHOENIX RT;6;326;31001;10578058;;8;Охрименко Павел
3;CEAT;7;326;31091;10579945;;8;Калимов Дмитрий
8;MKA;1;329;30655;10582725;;8;Обросов Игорь
1;MKA2;4;328;30745;10589231;;8;Брук Матвей
6;CRAZYTRAIN;8;324;31462;10591844;;8;Титкова Мария
5;RAVE STORM;2;329;31121;10593722;Fight;8;Бушуев Владислав
4;MKA GIRLS+1;5;327;32236;10594367;LongLight;8;Леонтьева Алина
2;PATYSSON;3;329;31243;10605257;;8;Мальцева Маргарита
7;PHOENIX RT;6;327;30972;10609030;;8;Охрименко Павел
3;CEAT;7;327;31000;10610945;;8;Калимов Дмитрий
8;MKA;1;330;30514;10613239;;8;Обросов Игорь
1;MKA2;4;329;30622;10619853;;8;Брук Матвей
6;CRAZYTRAIN;8;325;31439;10623283;;8;Титкова Мария
5;RAVE STORM;2;330;30898;10624620;;8;Бушуев Владислав
4;MKA GIRLS+1;5;328;31507;10625874;;8;Леонтьева Алина
2;PATYSSON;3;330;31053;10636310;;8;Мальцева Маргарита
7;PHOENIX RT;6;328;31141;10640171;;8;Охрименко Павел
3;CEAT;7;328;31031;10641976;;8;Калимов Дмитрий
8;MKA;1;331;30589;10643828;;8;Обросов Игорь
1;MKA2;4;330;30741;10650594;;8;Брук Матвей
6;CRAZYTRAIN;8;326;31400;10654683;;8;Титкова Мария
5;RAVE STORM;2;331;30979;10655599;;8;Бушуев Владислав
4;MKA GIRLS+1;5;329;31535;10657409;;8;Леонтьева Алина
2;PATYSSON;3;331;31264;10667574;;8;Мальцева Маргарита
7;PHOENIX RT;6;329;31061;10671232;;8;Охрименко Павел
3;CEAT;7;329;31128;10673104;;8;Калимов Дмитрий
8;MKA;1;332;30627;10674455;;8;Обросов Игорь
1;MKA2;4;331;30616;10681210;;8;Брук Матвей
5;RAVE STORM;2;332;30844;10686443;;8;Бушуев Владислав
6;CRAZYTRAIN;8;327;32375;10687058;LongLight;8;Титкова Мария
4;MKA GIRLS+1;5;330;31586;10688995;;8;Леонтьева Алина
2;PATYSSON;3;332;31134;10698708;;8;Мальцева Маргарита
7;PHOENIX RT;6;330;30969;10702201;;8;Охрименко Павел
3;CEAT;7;330;31014;10704118;;8;Калимов Дмитрий
8;MKA;1;333;30573;10705028;;8;Обросов Игорь
1;MKA2;4;332;30827;10712037;;8;Брук Матвей
5;RAVE STORM;2;333;30802;10717245;;8;Бушуев Владислав
6;CRAZYTRAIN;8;328;30984;10718042;;8;Титкова Мария
4;MKA GIRLS+1;5;331;31417;10720412;;8;Леонтьева Алина
2;PATYSSON;3;333;31235;10729943;;8;Мальцева Маргарита
7;PHOENIX RT;6;331;31113;10733314;;8;Охрименко Павел
3;CEAT;7;331;31132;10735250;;8;Калимов Дмитрий
8;MKA;1;334;30664;10735692;;8;Обросов Игорь
1;MKA2;4;333;30617;10742654;;8;Брук Матвей
5;RAVE STORM;2;334;30914;10748159;;8;Бушуев Владислав
6;CRAZYTRAIN;8;329;31062;10749104;;8;Титкова Мария
4;MKA GIRLS+1;5;332;31351;10751763;;8;Леонтьева Алина
2;PATYSSON;3;334;31148;10761091;;8;Мальцева Маргарита
7;PHOENIX RT;6;332;31114;10764428;;8;Охрименко Павел
8;MKA;1;335;30869;10766561;;8;Обросов Игорь
3;CEAT;7;332;32060;10767310;LongLight;8;Калимов Дмитрий
1;MKA2;4;334;30735;10773389;;8;Брук Матвей
5;RAVE STORM;2;335;30961;10779120;;8;Бушуев Владислав
6;CRAZYTRAIN;8;330;31278;10780382;;8;Титкова Мария
4;MKA GIRLS+1;5;333;31493;10783256;;8;Леонтьева Алина
2;PATYSSON;3;335;31226;10792317;;8;Мальцева Маргарита
7;PHOENIX RT;6;333;31295;10795723;;8;Охрименко Павел
8;MKA;1;336;30606;10797167;;8;Обросов Игорь
3;CEAT;7;333;31259;10798569;;8;Калимов Дмитрий
1;MKA2;4;335;30710;10804099;;8;Брук Матвей
5;RAVE STORM;2;336;31084;10810204;;8;Бушуев Владислав
6;CRAZYTRAIN;8;331;31437;10811819;;8;Титкова Мария
4;MKA GIRLS+1;5;334;31467;10814723;;8;Леонтьева Алина
2;PATYSSON;3;336;31235;10823552;;8;Мальцева Маргарита
7;PHOENIX RT;6;334;31133;10826856;;8;Охрименко Павел
8;MKA;1;337;30531;10827698;;8;Обросов Игорь
3;CEAT;7;334;31269;10829838;;8;Калимов Дмитрий
1;MKA2;4;336;30720;10834819;;8;Брук Матвей
5;RAVE STORM;2;337;30842;10841046;;8;Бушуев Владислав
6;CRAZYTRAIN;8;332;31404;10843223;;8;Титкова Мария
4;MKA GIRLS+1;5;335;31516;10846239;;8;Леонтьева Алина
2;PATYSSON;3;337;31218;10854770;;8;Мальцева Маргарита
7;PHOENIX RT;6;335;31444;10858300;;8;Охрименко Павел
